"","Day","ActiveInfectionRate","DailyDeathRate"
"1",2020-11-23,102.738559536187,0.620446185741083
"2",2020-10-01,153.145516648661,0.164533007675185
"3",2020-11-01,274.875561675097,0.378376765981758
