"","Day","ActiveInfectionRate","DailyDeathRate"
"1",2020-11-23,125.163979658219,0.283171649822863
"2",2020-10-01,137.110269272744,0.340274631800571
"3",2020-11-01,376.542816990084,0.59595743182712
