"","Day","ActiveInfectionRate","DailyDeathRate"
"1",2020-11-23,92.6656872501486,0.320002245618079
"2",2020-10-01,239.979981582735,0.0707690117120872
"3",2020-11-01,676.758342682923,0.769176929238099
