"","Day","ActiveInfectionRate","DailyDeathRate"
"1",2020-11-23,201.210299521837,0.547928148655557
"2",2020-10-01,310.532518898778,0.198585265704658
"3",2020-11-01,569.327453433166,0.686712624396443
