"","Day","ActiveInfectionRate","DailyDeathRate"
"1",2020-11-23,212.304343575817,0.0860866304660981
"2",2020-10-01,484.765009074377,0.286635497785371
"3",2020-11-01,968.979381375611,0.507728118025425
